id,supervoxel_id,composite_cell_type,super_class,cell_type,side,cluster,colours
720575941489207605,76001336827025051,NA,descending,NA,right,NA,NA
720575941626299530,76282811803945655,DNg10,descending,DNg10,right,DN_01,#F4AB3A
720575941487186896,74874062127749840,DNge112,descending,DNge112,right,DN_05,#EE5B32
720575941453869619,76001336826948980,DNge085,descending,DNge085,left,DN_01,#F4AB3A
720575941456665581,76353180547843923,DNg12_e,descending,DNg12_e,left,DN_23,#F07B35
720575941476378164,76354829949607556,DNg10,descending,DNg10,left,DN_01,#F4AB3A
720575941498095073,76212442924896481,NA,descending,NA,left,NA,NA
720575941495775431,76001336826864879,DNge085,descending,DNge085,left,DN_01,#F4AB3A
720575941591064716,76001336826990303,DNpe054,descending,DNpe054,right,DN_02,#B3B140
720575941519274968,76001336826972216,DNp17,descending,DNp17,left,DN_02,#B3B140
720575941481407427,75931311747183986,DNg10,descending,DNg10,left,DN_01,#F4AB3A
720575941645239752,76001336827231475,DNge085,descending,DNge085,left,DN_01,#F4AB3A
720575941588409924,76001336826937770,DNp17,descending,DNp17,right,DN_02,#B3B140
720575941438213951,76282811736756573,DNge118,descending,DNge118,left,DN_05,#EE5B32
720575941493021104,76001336826966403,DNpe054,descending,DNpe054,right,DN_02,#B3B140
720575941498788258,76001336826960572,DNge071,descending,DNge071,left,DN_01,#F4AB3A
720575941579841013,76212443059594923,DNp16,descending,DNp16,left,DN_01,#F4AB3A
720575941548409377,76001336826879135,DNpe018,descending,DNpe018,right,DN_02,#B3B140
720575941559394931,76214504912373743,AN_GNG_179,descending,AN_GNG_179,right,DN_05,#EE5B32
720575941515615066,76001336826975127,NA,descending,NA,left,NA,NA
720575941616284629,76001336826859003,DNpe054,descending,DNpe054,right,DN_02,#B3B140
720575941510361298,76001336826809778,DNge117,descending,DNge117,left,DN_05,#EE5B32
720575941473940522,76212442992507868,NA,descending,NA,left,NA,NA
720575941469068253,76282811736169431,DNg86,descending,DNg86,right,DN_13,#764D99
720575941528092344,76212443059329077,DNge109,descending,DNge109,right,DN_02,#B3B140
720575941480535682,76353180480502482,DNge050,descending,DNge050,right,DN_11,#4FAA6F
720575941579616849,76071705570936086,DNae009,descending,DNae009,right,DN_03,#EF6B33
720575941527568004,76212443059565190,DNp26,descending,DNp26,right,DN_06,#51AD8B
720575941431060873,76282811736332147,DNp66,descending,DNp66,right,DN_14,#54B0A6
720575941658936144,76142074248150298,DNp69,descending,DNp69,right,DN_14,#54B0A6
720575941494925182,75577886941347901,DNxl127,descending,DNxl127,right,DN_09,#7C378A
720575941568626546,75858606473752067,DNpe023,descending,DNpe023,right,DN_10,#77AB44
720575941455714541,76773881117440244,DNb02,descending,DNb02,right,DN_20,#EEB73C
720575941568199726,76492818188791054,DNge011,descending,DNge011,left,DN_23,#F07B35
720575941511336402,76001749210900895,DNg04,descending,DNg04,right,DN_06,#51AD8B
720575941586479326,75648461978272419,DNge100,descending,DNge100,right,DN_09,#7C378A
720575941447899412,75859155625890106,DNge137,descending,DNge137,right,DN_18,#57B2C1
720575941611136476,76633693183713336,DNg89,descending,DNg89,left,DN_21,#4CA854
720575941643043272,76492474524642501,DNg72,descending,DNg72,left,DN_07,#6A79B8
720575941574040329,75436874508453073,DNit012,descending,DNit012,right,DN_22,#D0B43E
720575941452165801,76563255921323252,DNge072,descending,DNge072,left,DN_20,#EEB73C
720575941530606467,75648393460169860,DNg06,descending,DNg06,right,DN_03,#EF6B33
720575941524513892,75859705851628238,DNge117,descending,DNge117,right,DN_05,#EE5B32
720575941632039916,76633143360615489,DNg77,descending,DNg77,left,DN_22,#D0B43E
720575941505983813,76633487092280444,DNg07,descending,DNg07,left,DN_05,#EE5B32
720575941495377280,77055630703764823,NA,descending,NA,left,NA,NA
720575941520606391,76703512171931180,DNg08_a,descending,DNg08_a,left,DN_05,#EE5B32
720575941563201687,76844593257608641,DNg12_e,descending,DNg12_e,left,DN_23,#F07B35
720575941482057414,75859568076415651,DNg28,descending,DNg28,right,DN_20,#EEB73C
720575941597345692,76140974602505114,DNge035,descending,DNge035,left,DN_13,#764D99
720575941573618427,77336968375307120,CB0191,descending,CB0191,left,NA,NA
720575941567859758,76001336826917917,DNpe008,descending,DNpe008,right,DN_02,#B3B140
720575941731655979,75578024514710241,DNge094,descending,DNge094,right,DN_05,#EE5B32
720575941549987956,75788719034293543,DNpe012,descending,DNpe012,right,DN_05,#EE5B32
720575941505395260,75929112791008712,DNp52,descending,DNp52,right,DN_14,#54B0A6
720575941528844472,76422655805002993,DNg18_b,descending,DNg18_b,left,DN_05,#EE5B32
720575941552623678,77055768276781678,DNg53,descending,DNg53,left,DN_20,#EEB73C
720575941489812277,76351256469842196,DNp52,descending,DNp52,left,DN_14,#54B0A6
720575941526075673,76563393292801632,CB0918,descending,CB0918,left,DN_20,#EEB73C
720575941529212600,76422174298871591,DNge031,descending,DNge031,left,DN_09,#7C378A
720575941407788206,76844524471084982,DNge029,descending,DNge029,left,DN_23,#F07B35
720575941513032780,76703787116985439,DNge094,descending,DNge094,left,DN_05,#EE5B32
720575941539552717,75930143247854412,DNge089,descending,DNge089,left,DN_05,#EE5B32
720575941512778193,76848373500236062,DNxn133,descending,DNxn133,left,NA,NA
720575941603720377,75999413286086862,DNp52,descending,DNp52,right,DN_14,#54B0A6
720575941564506880,75858949601280928,DNg67,descending,DNg67,right,DN_16,#F39B38
720575941687006988,76282811803873710,DNge071,descending,DNge071,right,DN_01,#F4AB3A
720575941561367085,75648462314123075,DNg92_b,descending,DNg92_b,right,DN_03,#EF6B33
720575941512600140,75930074595780616,DNg18_b,descending,DNg18_b,right,DN_05,#EE5B32
720575941430975329,75788925193129914,DNpe015,descending,DNpe015,right,DN_02,#B3B140
720575941573961992,75788718967626667,NA,descending,NA,right,NA,NA
720575941574671517,76001336827228747,DNpe011,descending,DNpe011,right,DN_05,#EE5B32
720575941595496837,75999412614601400,DNp25,descending,DNp25,right,DN_19,#658FC8
720575941549022497,76212443059738575,DNpe054,descending,DNpe054,left,DN_02,#B3B140
720575941470575479,76282811803909475,DNpe054,descending,DNpe054,left,DN_02,#B3B140
720575941490679497,76212443059290340,DNge145,descending,DNge145,right,DN_05,#EE5B32
720575941644377208,76492337689835983,DNpe054,descending,DNpe054,left,DN_02,#B3B140
720575941451226490,76562843872771954,DNp16,descending,DNp16,left,DN_01,#F4AB3A
720575941565623606,76492543982189745,NA,descending,NA,left,NA,NA
720575941602730681,75788992972659970,NA,descending,NA,right,NA,NA
720575941437329708,75577543209775986,DNg08_b,descending,DNg08_b,right,DN_05,#EE5B32
720575941552290366,76212443059251847,DNxn115,descending,DNxn115,right,DN_01,#F4AB3A
720575941631948012,77266599563953493,DNge085,descending,DNge085,left,DN_01,#F4AB3A
720575941416329500,76422587152129820,DNp17,descending,DNp17,left,DN_02,#B3B140
720575941498766049,79306880828642489,DNp59,descending,DNp59,left,DN_14,#54B0A6
